License,Owner,Street,City,State,Zip,Lat,Lon
200144158,Bradshaw Market LLC,8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200144158,BRANDT BALLROOM LLC,8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200144158,BRAZOS CONCESSIONS CO./SALT LICK JOINT VENTURE,8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200144158,Brazos Restaurant LLC,8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200099488,Some Investment LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200136151,175 Oldstage SBB Partners LLC,4404 Brandt Rd,Austin,TX,78744,30.266484,-97.740231
200147928,The Cheese Boat LLC,200 W 6th St,Austin,TX,78701,30.165611,-97.828382
200144158,Brushy Street Club LLC,8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200099488,Noor Mak LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139301,AM FAMILY BIZ LLC,11630 Menchaca Rd,Austin,TX,78748,30.150488,-97.833681
200099488,SIDHPUREE FAMILY BIZ LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200144158,AZEL ASHER LLC,8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200168409,"8619 Burnet, LLC",501 N Interstate Hwy 35,Austin,TX,78702,30.266484,-97.740231
200139103,DPM BUSINESS INC.,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200144158,Bulevar Arboretum LLC,8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200139103,JAMS INVESTMENT GROUP LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200063098,83 Rainey Group LLC,1071 Springdale Rd,Austin,TX,78721,30.272082,-97.690891
200158522,ANOKHI BUSINESS INC,8619 Burnet Rd,Austin,TX,78757,30.26613,-97.751785
200099488,PWFA 2 THE MOON LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200102066,"Busty's Bar, LLC",6214 Cameron Rd,Austin,TX,78723,30.337186,-97.75495
200092349,Ann And Ben LLC,11907 Menchaca Rd,Austin,TX,78748,30.146485,-97.832711
106920183,C.L. BUTAUD WINES L.L.C.,415 E St Elmo Rd,Austin,TX,78745,30.266484,-97.740231
200144158,"7th & Shady, LLC",8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200159982,Cafe Creme Downtown LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200161724,Largesse Hospitality LLC,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200116226,"DNC AUS Plus F&B, LLC",3600 Presidential Blvd Suite 3787,Austin,TX,78719,30.266484,-97.740231
200139103,G LODGING MANAGEMENT LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200067231,AIRPORT W2 BEVCO LLC,5012 E 7th Street,Austin,TX,78702,30.266484,-97.740231
200099488,Pyramid East Street Austin Management LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200159982,CAMERON BUSINESS LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200161724,LINDA L.L.C.,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200159982,CANJE 19 LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200152624,TEXMEX RAINEY LLC,3223 E 7th St,Austin,TX,78702,30.266484,-97.740231
200159982,"Cape Bottle Room, LLC",710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,CAPITAL CITY POST NO. 8787 VETERANS OF FOREIGN WARS,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,"Capital Reyes Distributing, L.L.C.",710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,Capitol Cafe LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,Capitol Cafe 1836 LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200161724,LAMAR BIZ LLC,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200159982,Caprice Austin LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200099488,QUACK'S 43RD ST. BAKERY LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200069362,AL FAR & DEEN LLC,1001 Congress Ave.,Austin,TX,78701,30.271854,-97.740991
200159982,CARVE RESTAURANTS LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200144158,Bianca Hospitality LLC,8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200159982,Casa do Brasil Austin LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200099488,RND PARTNERS LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200176564,MUNNA & DUKE LLC,539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200159982,CASA MARIA MEXICAN RESTAURANT KYLE TX INC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,CASA MORENO'S LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,CASITA GUANAJUATO INC.,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,"Catrina's Tacos & Margaritas, LLC",710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,CHNA-WEHBE LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200176564,MP-MKT LLC,539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200159982,CENOTE LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200061348,1700 ECC LLC,1519 W Anderson Ln,Austin,TX,78757,30.165611,-97.828382
200159982,CHAPARRAL CAFE LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200129075,YSYY Investment Inc.,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200099488,Pentola LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200129075,Wolf Solutions Group LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200159982,Chichos Restaurant LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200176564,NAYARITA INC,539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200159982,Chipotle Texas LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200176564,NC MOUNTAIN SUSHI INC,539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200161724,Liquid Assets Group LLC,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200149106,311 Club LLC,15424 FM 1825  ,Austin,TX,78660,30.165611,-97.828382
200159982,CHUY'S OPCO INC.,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200176564,MIA JOINT VENTURE LLC,539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200159982,CISCO'S RESTAURANT BAKERY & BAR LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,"Citizens of Burnet, LLC",710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,Civil Goat Coffee Ltd Co.,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200099488,"Sanbin Liquor Company, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200159982,COAM BEVERAGE INC.,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200139103,Jam City LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,Flowers Community Garden LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200159982,Con Vista Al Mar LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,Deep LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200161724,"Lamar Ventures, LLC",2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200159982,"CBX 3 Ventures, LLC",710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200176564,"Menchaca Ventures, LLC",539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200129075,Walid  Singh Hospitality LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200139103,HA & TA LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200159982,Cosmic East LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200166106,"2323 South Lamar Beverage, LLC",4610 Ranch Rd 620 N,Austin,TX,78732,30.266484,-97.740231
200139103,E&Z LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200159982,Country Luau Spirits Corporation,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
107251153,Aliza Investment LLC,2907 E 12TH ST,AUSTIN,TX,78702,30.141734,-97.832653
200159982,CHOP Concessions LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200139103,"HI360-Austin, LLC",1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200159982,"Courtyard Club OpCo, LLC",710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,Cr@zy Conchaz LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,Craft Omakase LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200099488,PHU HU INVESTMENT LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200159982,Crazy Fruits 2 LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200099488,ONE EYED ODIN L.L.C.,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Reed Family Hospitality Inc,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200102326,AMINABADIZ LLC,4400 N Lamar Blvd,Austin,TX,78756,30.266484,-97.740231
200139103,Eleanor's Coffee Shop,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200159982,Culture Club Austin LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200139103,EATX COFFEE LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,E.T.B. INC.,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200159982,Dainty Dillo Austin LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200129075,"TTP'S ESTATE,LLC",7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200159982,DANB TEXAS INC.,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,Day Dreamer Collective LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200041303,80 Rainey Daydreamer LLC,7101 E William Cannon Dr,Austin,TX,78744,30.337186,-97.75495
200139103,"J & T Restaurants Tres, LLC",1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200159982,DB LIQUOR PARMER LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200099488,Samjuben LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,SUNFLAKES COFFEE INC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200159982,DEL VALLE MARKET LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,DELMY'S PUPUSERIA LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200152624,"TEXAS STAR PIZZA - SW AUSTIN, LLC",3223 E 7th St,Austin,TX,78702,30.266484,-97.740231
200099488,Riaz Inc,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200159982,DMC Kitchen LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,"DHANUSH ENTERPRISES, LLC.",710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,Dionysus Beer & Wine LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,Dish South First LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,"Dish Mueller, LLC",710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,DISTILLED LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200097055,1703 GUADALUPE LP,1310 W Howard Ln,Austin,TX,78728,30.141734,-97.832653
200174221,306 Roostadizz LLC,8907 Circle Dr,Austin,TX,78736,30.26613,-97.751785
200139103,Dog Haus Austin Concessions LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,Dollar Mundo LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,GARCIA ATX LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,"Rico Spirits, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200176564,"Mearna, LLC",539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200139103,Dong Nai Restaurant LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200124903,11301 Donkey LLC,8807 N Lamar Blvd Units C and D,Austin,TX,78753,30.26613,-97.751785
200139103,JJIM BBQ LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,"Dooz Imports, LLC",1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,Gpo Regio Operations LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200043531,"Ashuna, LLC",4211 S Lamar Blvd Ste E1,Austin,TX,78704,30.266484,-97.740231
200139103,HEI  AUSTIN CONCESSIONS LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200129075,Traveling Mulberrys LLC,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200159982,CP Austin - 11th St LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200139103,Drink Slingers LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,Drinks Backyard LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,DROPOFF INC.,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,SRF UNITED ENTERPRISES LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200159982,"Chen Xian, Inc.",710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200139103,East Side Pies LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,EAST VILLAGE LIQUOR LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,EAST VILLAGE MARKET LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,Eastside Paddle Club,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200176564,Nc Lin Investment Inc,539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200176564,MO'Cracked LLC,539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200139103,El Alma South LLC ,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200051925,"Team Four, LLC",111 W William Cannon Dr,Austin,TX,78745,30.348135,-97.721754
200139103,El Gran Agazajo Bar & Grill LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200041654,Amigos United,"13376 North Highway 183, Suite 400",Austin,TX,78750,30.141734,-97.832653
200176564,Molens Food INC.,539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200139103,JL JAIMES LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,"El Oceano Sports Bar and Mariscos, LLC",1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,El Perrito LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,El Rancho Sports Bar Inc,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,"Guerrilla Dining Concepts, LLC ",1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200161724,LEON RESTAURANTES LLC,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200099488,Poiman Hospitality Limited Liability Company,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,ES USA CONCESSIONS LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,ELECTRICO SPIRITS IMPORTERS LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200159982,DBG AUSTIN DOMAIN LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200159982,CP Austin LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200051379,1267 Restaurant LLC,91 Red River St,Austin,TX,78701,30.26613,-97.751785
200099488,"STONEBRIDGE COMPANIES, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Prequel LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,EMILIO WINE CORP.,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,Ensemble Beverages,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,Epic Western Cocktail Company LLC ,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200161724,LE COQ ROUGE LLC,2425 Exposition Blvd,Austin,TX,78703,30.297464,-97.767146
200139103,Escuela Vieja LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,Este Beverages LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200129075,Top Eurasia LLC ,7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200099488,SBKOSHI LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,PSPR LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200176564,MBRAYS LLC,539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200139103,EX FILES SPORTS BAR LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200055958,ZN RETAIL INC,5770 N Mopac Expy,Austin,TX,78731,30.279571,-97.736248
200099488,"Nole 13, LLC",12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200099488,Plates by Je LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
106876258,Anayra LLC,1601 E 5TH ST STE 103,AUSTIN,TX,78702,30.165611,-97.828382
200159982,CORWELL ENTERPRISES INC.,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200085562,AHTRST CONCESSIONS LLC,2708 E Cesar Chavez St,Austin,TX,78702,30.141734,-97.832653
200139103,FAIRWAYS CANTINA LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200176564,MPB FAJITAS AUSTIN MOPAC LLC,539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200099488,SANTINO'S PLACE LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,FAMILY DOLLAR STORES OF TEXAS LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,Indigo ATX LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200159982,COUSINS FAREGROUND BEVERAGE COMPANY LLC,710 W Cesar Chavez St,Austin,TX,78701,30.337186,-97.75495
200139103,FARM ALE BREWERY LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,"Fargo ATX, LLC",1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,FAST FRIENDS TX LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,GPM SOUTHEAST LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200176564,MEIWEI LLC,539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200139103,Fat Rabbit & Co LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,Gogo Ventures Stassney Inc,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,"Feral Housewife, LLC",1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,Fetch Package Inc.,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,FIERCE WHISKERS DISTILLERY LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,Fig and Brie Austin LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,JMOT LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,FIGURE 8 COFFEE PURVEYORS LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200144158,Barton C Store Inc,8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200139103,East Riverside C Store Inc,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200144158,Burnet C Store Inc,8218 BURNET Rd,AUSTIN,TX,78757,30.26613,-97.751785
200139103,First Light Books LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,FW East Village LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,"Fish Shop, LLC",1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,FFBC OPERATIONS LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,PECOS FLAIR LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,Flourish Plant Shop & Wine Bar LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,Fogo de Chao Churrascaria (Austin Congress) LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,PARMER GROCERY INC.,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200104551,ASH PARTNERS INVESTMENT INC,10001 Metric Blvd Including 2101 Rutland Dr,Austin,TX,78758,30.380223,-97.715867
200176564,Mak 7th Retail LLC,539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200139103,Forceforge LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200129075,"The Whole Love, LLC",7900 N FM 620,Austin,TX,78726,30.337186,-97.75495
200139103,FOUR BROTHERS MANAGEMENT LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200053594,"AMBE HOLDINGS OF AUSTIN, LLC",2150 E 7th St,Austin,TX,78702,30.165611,-97.828382
200139103,Franklin BBQ Events LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200176564,MAXIMUS ATX INTERNATIONAL INC.,539 W Oltorf St,Austin,TX,78704,30.241758,-97.759156
200139103,"Freebird Stores, Inc.",1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200102789,360 FRENCH QUARTER GRILLE LLC,2525 W ANDERSON LN Unit120 Bldg3,AUSTIN,TX,78757,30.141734,-97.832653
200139103,"Fresa's Three, LLC",1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,FRESH BOWL INC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200099488,Sark Express LLC,12115 Manchaca Rd,Austin,TX,78748,30.141734,-97.832653
200139103,Freytag's Florists Inc.,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,Friends of Mine Wine Company,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200083927,ABZN INC.,3600 N Capital of Texas Hwy,Austin,TX,78746,30.266484,-97.740231
200139103,GABRIELAS SOUTH 9600 LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,Galaxy Highland LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
200139103,GSBR AUSTIN LLC,1836 San Jacinto Blvd,Austin,TX,78701,30.165611,-97.828382
