address,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source","Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS (block)","Full FIPS (tract)","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code","County Subdivision Name","County Subdivision FIPS","County Subdivision Class Code","County Subdivision Class Description"
"201 W BEN WHITE BLVD Austin TX 78704",30.225902,-97.769246,1,range_interpolation,"201 W Ben White Blvd",,"Austin, TX 78704",201,"W Ben White Blvd",,,Austin,TX,"Travis County",78704,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,002003,2000,2,484530020032000,48453002003,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"13296 N HWY 183 Austin TX 78750",30.443236,-97.786485,1,rooftop,"13296 N US-183 Hwy",,"Austin, TX 78750",13296,"N US-183 Hwy",,,Austin,TX,"Williamson County",78750,US,"City of Round Rock",2024,48,48491,Austin,4805000,020405,4010,4,484910204054010,48491020405,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Round Rock-Georgetown",93343,Z5,"A statistical county subdivision"
"13201 R.R. 620 N # R102 Austin TX 78717",30.467874,-97.790216,0.85,rooftop,"13201 N 620 Rd Nb","# R102","Austin, TX 78717",13201,"N 620 Rd Nb",#,R102,Austin,TX,"Williamson County",78717,US,"City of Austin (Public Domain)",2024,48,48491,Austin,4805000,020408,1009,1,484910204081009,48491020408,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Round Rock-Georgetown",93343,Z5,"A statistical county subdivision"
"2723 S LAKELINE BLVD Austin TX 78613",30.47507,-97.811968,1,rooftop,"2723 S Lakeline Blvd",,"Cedar Park, TX 78613",2723,"S Lakeline Blvd",,,"Cedar Park",TX,"Williamson County",78613,US,"City of Round Rock",2024,48,48491,Austin,4805000,020334,1003,1,484910203341003,48491020334,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Cedar Park-Liberty Hill",90657,Z5,"A statistical county subdivision"
"12212 W US HWY 290 Austin TX 78737",30.20915,-97.973018,1,rooftop,"12212 W US-290",,"Austin, TX 78737",12212,"W US-290",,,Austin,TX,"Hays County",78737,US,"Capcog (Capital Area Council of Governments)",2024,48,48209,,,010809,1002,1,482090108091002,48209010809,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Dripping Springs-Wimberley",91075,Z5,"A statistical county subdivision"
"501 W WELLS BRANCH PKWY Austin TX 78660",30.432957,-97.653832,1,rooftop,"501 W Wells Branch Pkwy",,"Pflugerville, TX 78660",501,"W Wells Branch Pkwy",,,Pflugerville,TX,"Travis County",78660,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,044200,1011,1,484530442001011,48453044200,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Northeast Travis",92807,Z5,"A statistical county subdivision"
"6294 MCNEIL RD Austin TX 78729",30.441434,-97.750212,0.9,rooftop,"6294 Mc Neil Dr",,"Austin, TX 78729",6294,"Mc Neil Dr",,,Austin,TX,"Travis County",78729,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,034100,2020,2,484530341002020,48453034100,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2900 N QUINLAN PARK RD SUITE 1 Austin TX 78732",30.369178,-97.892631,1,rooftop,"2900 N Quinlan Park Rd","Ste 1","Austin, TX 78732",2900,"N Quinlan Park Rd",Ste,1,Austin,TX,"Travis County",78732,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,"Steiner Ranch",4870154,034900,3000,3,484530349003000,48453034900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Northwest Travis",92857,Z5,"A statistical county subdivision"
"3310 N CAPITAL OF TEXAS HWY SU Austin TX 78746",30.331288,-97.808452,1,range_interpolation,"3310 N Capital of Texas Hwy",,"Austin, TX 78746",3310,"N Capital of Texas Hwy",,,Austin,TX,"Travis County",78746,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,001913,1007,1,484530019131007,48453001913,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"9300 S INTERSTATE 35 STE B Austin TX 78748",30.098944,-97.813501,0.7,street_center,I-35,"Ste B","Austin, TX 78748",,I-35,Ste,B,Austin,TX,"Travis County",78748,US,"OpenStreetMap Contributors",2024,48,48453,Austin,4805000,002407,1054,1,484530024071054,48453002407,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"7901 WEST HWY 290 Austin TX 78736",30.228237,-97.887503,1,rooftop,"7901 W 290 Hwy",,"Austin, TX 78736",7901,"W 290 Hwy",,,Austin,TX,"Travis County",78736,US,"City of Austin (Public Domain)",2024,48,48453,Austin,4805000,034700,2005,2,484530347002005,48453034700,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"7845 SHOAL CREEK BLVD Austin TX 78757",30.360135,-97.740668,1,rooftop,"7845 Shoal Creek Blvd",,"Austin, TX 78757",7845,"Shoal Creek Blvd",,,Austin,TX,"Travis County",78757,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,040400,2016,2,484530404002016,48453040400,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1310 W HOWARD LN Austin TX 78728",30.425037,-97.672106,1,rooftop,"1310 W Howard Ln",,"Austin, TX 78728",1310,"W Howard Ln",,,Austin,TX,"Travis County",78728,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,"Wells Branch",4877196,042900,2003,2,484530429002003,48453042900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1711 E CESAR CHAVEZ ST UNIT D Austin TX 78702",30.257378,-97.726049,1,rooftop,"1711 E Cesar Chavez St","Unit D","Austin, TX 78702",1711,"E Cesar Chavez St",Unit,D,Austin,TX,"Travis County",78702,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001000,2000,2,484530010002000,48453001000,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1200 W HOWARD LN STE K Austin TX 78753",30.424196,-97.669746,1,rooftop,"1200 W Howard Ln","Ste K","Austin, TX 78753",1200,"W Howard Ln",Ste,K,Austin,TX,"Travis County",78753,US,"City of Austin (Public Domain)",2024,48,48453,Austin,4805000,044200,1026,1,484530442001026,48453044200,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Northeast Travis",92807,Z5,"A statistical county subdivision"
"701 WEST BRAKER LANE Austin TX 78753",30.381085,-97.685733,1,rooftop,"701 W Braker Ln",,"Austin, TX 78753",701,"W Braker Ln",,,Austin,TX,"Travis County",78753,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,041000,1000,1,484530410001000,48453041000,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"9406 DESSAU ROAD Austin TX 78754",30.35124,-97.675954,1,rooftop,"9406 Dessau Rd",,"Austin, TX 78754",9406,"Dessau Rd",,,Austin,TX,"Travis County",78754,US,"City of Austin (Public Domain)",2024,48,48453,Austin,4805000,041600,4005,4,484530416004005,48453041600,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2150 E 7TH STREET Austin TX 78702",30.261923,-97.717892,1,rooftop,"2150 E 7th St",,"Austin, TX 78702",2150,"E 7th St",,,Austin,TX,"Travis County",78702,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000901,1021,1,484530009011021,48453000901,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"111 W WILLIAM CANNON DR STE 31 Austin TX 78745",30.192773,-97.779537,1,rooftop,"111 W William Cannon Dr","Ste 31","Austin, TX 78745",111,"W William Cannon Dr",Ste,31,Austin,TX,"Travis County",78745,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002422,1021,1,484530024221021,48453002422,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"11300 POLLYANNA AVE. Austin TX 78753",30.377678,-97.676983,1,rooftop,"11300 Pollyanna Ave",,"Austin, TX 78753",11300,"Pollyanna Ave",,,Austin,TX,"Travis County",78753,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,041100,1003,1,484530411001003,48453041100,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"10601 FM 2222 STE F Austin TX 78730",30.393108,-97.844081,1,rooftop,"10601 Farm To Market Rd 2222","Ste F","Austin, TX 78730",10601,"Farm To Market Rd 2222",Ste,F,Austin,TX,"Travis County",78730,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,032900,3003,3,484530329003003,48453032900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Northwest Travis",92857,Z5,"A statistical county subdivision"
"812 THURMOND STREET Austin TX 78758",30.353912,-97.706036,1,rooftop,"812 Thurmond St",,"Austin, TX 78758",812,"Thurmond St",,,Austin,TX,"Travis County",78758,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,040100,2005,2,484530401002005,48453040100,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2820 S LAMAR Austin TX 78704",30.244186,-97.782338,1,rooftop,"2820 S Lamar Blvd",,"Austin, TX 78704",2820,"S Lamar Blvd",,,Austin,TX,"Travis County",78704,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001923,2016,2,484530019232016,48453001923,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"12202 N FM 620 Austin TX 78750",30.462277,-97.817568,1,rooftop,"12202 N Fm 620th Rd",,"Austin, TX 78750",12202,"N Fm 620th Rd",,,Austin,TX,"Williamson County",78750,US,"City of Round Rock",2024,48,48491,"Cedar Park",4813552,020334,4009,4,484910203344009,48491020334,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Cedar Park-Liberty Hill",90657,Z5,"A statistical county subdivision"
"2301 S. CONGRESS AVE Austin TX 78704",30.239471,-97.752033,1,rooftop,"2301 S Congress Ave",,"Austin, TX 78704",2301,"S Congress Ave",,,Austin,TX,"Travis County",78704,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002323,1002,1,484530023231002,48453002323,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"9001 CAMERON ROAD SUITE 201 Austin TX 78754",30.346428,-97.676888,1,rooftop,"9001 Cameron Rd","Ste 201","Austin, TX 78754",9001,"Cameron Rd",Ste,201,Austin,TX,"Travis County",78754,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,043500,3039,3,484530435003039,48453043500,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"31 N HWY 35 Austin TX 78702",30.322365,-97.735972,0.59,street_center,"North St",,"Austin, TX 78756",,"North St",,,Austin,TX,"Travis County",78756,US,"TIGER/Line® dataset from the US Census Bureau",2024,48,48453,Austin,4805000,000205,2010,2,484530002052010,48453000205,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"8240 BURLESON RD Austin TX 78744",30.183772,-97.688381,1,rooftop,"8240 Burleson Rd",,"Austin, TX 78744",8240,"Burleson Rd",,,Austin,TX,"Travis County",78744,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002432,1005,1,484530024321005,48453002432,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"9909 MENCHACA ROAD Austin TX 78748",30.173276,-97.823364,1,rooftop,"9909 Menchaca Rd",,"Austin, TX 78748",9909,"Menchaca Rd",,,Austin,TX,"Travis County",78748,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,031900,2001,2,484530319002001,48453031900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"13201 POND SPRINGS RD STE 203 Austin TX 78729",30.445399,-97.778201,1,rooftop,"13201 Pond Springs Rd","Ste 203","Austin, TX 78729",13201,"Pond Springs Rd",Ste,203,Austin,TX,"Williamson County",78729,US,"City of Round Rock",2024,48,48491,Austin,4805000,020406,1010,1,484910204061010,48491020406,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Round Rock-Georgetown",93343,Z5,"A statistical county subdivision"
"1139 W BRAKER LANE STE 102 Austin TX 78758",30.384365,-97.692707,1,rooftop,"1139 W Braker Ln","Ste 102","Austin, TX 78758",1139,"W Braker Ln",Ste,102,Austin,TX,"Travis County",78758,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,041900,2018,2,484530419002018,48453041900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"5706 MANOR RD STE B Austin TX 78723",30.305173,-97.68149,1,rooftop,"5706 Manor Rd","Ste B","Austin, TX 78723",5706,"Manor Rd",Ste,B,Austin,TX,"Travis County",78723,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002112,3013,3,484530021123013,48453002112,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"12212 HWY 290 W Austin TX 78737",30.197889,-97.994609,1,range_interpolation,"12212 US-290 E",,"Austin, TX 78737",12212,"US-290 E",,,Austin,TX,"Hays County",78737,US,"TIGER/Line® from the US Census Bureau",2024,48,48209,"Dripping Springs",4821424,010816,4003,4,482090108164003,48209010816,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Dripping Springs-Wimberley",91075,Z5,"A statistical county subdivision"
"4501 E. MARTIN LUTHER KING JR. Austin TX 78721",30.285236,-97.684318,1,rooftop,"4501 E Martin Luther King Jr Blvd",,"Austin, TX 78721",4501,"E Martin Luther King Jr Blvd",,,Austin,TX,"Travis County",78721,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002109,2000,2,484530021092000,48453002109,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1801 CONGRESS AVENUE Austin TX 78701",30.280033,-97.737987,1,rooftop,"1801 Congress Ave",,"Austin, TX 78701",1801,"Congress Ave",,,Austin,TX,"Travis County",78701,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000700,1005,1,484530007001005,48453000700,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1747 RUTLAND DRIVE Austin TX 78758",30.377311,-97.710396,1,rooftop,"1747 Rutland Dr",,"Austin, TX 78758",1747,"Rutland Dr",,,Austin,TX,"Travis County",78758,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,040700,4002,4,484530407004002,48453040700,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"8624 WEST HWY 71 Austin TX 78735",30.249661,-97.893032,1,rooftop,"8624 W State Highway 71",,"Austin, TX 78735",8624,"W State Highway 71",,,Austin,TX,"Travis County",78735,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001920,1000,1,484530019201000,48453001920,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"110 JACOB FONTAINE LANE STE 10 Austin TX 78752",30.325767,-97.715193,1,rooftop,"110 Jacob Fontaine Ln","Ste 10","Austin, TX 78752",110,"Jacob Fontaine Ln",Ste,10,Austin,TX,"Travis County",78752,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001503,4015,4,484530015034015,48453001503,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"2101 MANOR ROAD Austin TX 78722",30.283986,-97.719856,1,rooftop,"2101 Manor Rd",,"Austin, TX 78722",2101,"Manor Rd",,,Austin,TX,"Travis County",78722,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000402,3003,3,484530004023003,48453000402,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"10001 W PARMER LN Austin TX 78717",30.488285,-97.772151,1,rooftop,"10001 W Parmer Ln",,"Austin, TX 78717",10001,"W Parmer Ln",,,Austin,TX,"Williamson County",78717,US,"City of Round Rock",2024,48,48491,Austin,4805000,020508,2006,2,484910205082006,48491020508,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Round Rock-Georgetown",93343,Z5,"A statistical county subdivision"
"10616 MENCHACA ROAD Austin TX 78748",30.165303,-97.829982,1,rooftop,"10616 Menchaca Rd",,"Austin, TX 78748",10616,"Menchaca Rd",,,Austin,TX,"Travis County",78748,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,,,031900,3029,3,484530319003029,48453031900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"10901 N LAMAR BLVD STE C310 Austin TX 78753",30.378304,-97.687739,1,rooftop,"10901 N Lamar Blvd","Ste C310","Austin, TX 78753",10901,"N Lamar Blvd",Ste,C310,Austin,TX,"Travis County",78753,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,041000,1001,1,484530410001001,48453041000,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"1100 EAST PARMER LANE Austin TX 78753",30.398164,-97.653965,1,rooftop,"1100 E Parmer Ln",,"Austin, TX 78753",1100,"E Parmer Ln",,,Austin,TX,"Travis County",78753,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,043900,2006,2,484530439002006,48453043900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Northeast Travis",92807,Z5,"A statistical county subdivision"
"5740 N INTERSTATE 35 Austin TX 78751",30.728269,-97.641669,0.83,nearest_rooftop_match,"5750 N Interstate Highway 35",,"Georgetown, TX 78626",5750,"N Interstate Highway 35",,,Georgetown,TX,"Williamson County",78626,US,"City of Round Rock",2024,48,48491,,,021601,2023,2,484910216012023,48491021601,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Jarrell,91915,Z5,"A statistical county subdivision"
"411 W MARTIN LUTHER KING JR BL Austin TX 78701",30.281299,-97.742159,1,rooftop,"411 W Martin Luther King Jr Blvd",,"Austin, TX 78701",411,"W Martin Luther King Jr Blvd",,,Austin,TX,"Travis County",78701,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,000700,1009,1,484530007001009,48453000700,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"4829 US HIGHWAY 183 S Austin TX 78744",30.17937,-97.688289,1,range_interpolation,"4829 US-183",,"Austin, TX 78744",4829,US-183,,,Austin,TX,"Travis County",78744,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,,,002449,2005,2,484530024492005,48453002449,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"730 W STASSNEY LN STE 105 Austin TX 78745",30.209859,-97.78209,1,rooftop,"730 W Stassney Ln","Ste 105","Austin, TX 78745",730,"W Stassney Ln",Ste,105,Austin,TX,"Travis County",78745,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002410,1002,1,484530024101002,48453002410,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"13201 RANCH ROAD 620 N STE T Austin TX 78717",30.485465,-97.732694,0.7,street_center,"N Ranch Road 620","Ste T","Austin, TX 78717",,"N Ranch Road 620",Ste,T,Austin,TX,"Williamson County",78717,US,"TIGER/Line® dataset from the US Census Bureau",2024,48,48491,"Brushy Creek",4810897,020503,4002,4,484910205174002,48491020517,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Round Rock-Georgetown",93343,Z5,"A statistical county subdivision"
"2004 E WILLIAM CANNON DR Austin TX 78744",30.188368,-97.763386,1,rooftop,"2004 E William Cannon Dr",,"Austin, TX 78744",2004,"E William Cannon Dr",,,Austin,TX,"Travis County",78744,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002419,2000,2,484530024192000,48453002419,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"6301 N LAMAR BLVD Austin TX 78752",30.331283,-97.722711,1,rooftop,"6301 N Lamar Blvd",,"Austin, TX 78752",6301,"N Lamar Blvd",,,Austin,TX,"Travis County",78752,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,001503,3020,3,484530015033020,48453001503,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"7801 NORTH LAMAR SUITE E216 Austin TX 78752",30.346126,-97.714102,1,range_interpolation,"7801 N Lamar Blvd","Ste E216","Austin, TX 78752",7801,"N Lamar Blvd",Ste,E216,Austin,TX,"Travis County",78752,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,001504,1005,1,484530015041005,48453001504,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"4601 SOUTHWEST PARKWAYSUITE #110 Austin TX 78735",30.267607,-97.860767,0.5,place,,,"Austin, TX 78735",,,,,Austin,TX,"Travis County",78735,US,"TIGER/Line® dataset from the US Census Bureau",2024,48,48453,"Barton Creek",4805750,001921,1023,1,484530019211023,48453001921,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"5000 HUDSON BEND #F Austin TX 78734",30.412007,-97.927237,1,rooftop,"5000 Hudson Bend Rd","# F","Austin, TX 78734",5000,"Hudson Bend Rd",#,F,Austin,TX,"Travis County",78734,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,"Hudson Bend",4835253,031400,1021,1,484530314001021,48453031400,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Southwest Travis",93688,Z5,"A statistical county subdivision"
"5107 MANOR RD BLDG 1 Austin TX 78723",30.298356,-97.686262,1,rooftop,"5107 Manor Rd","Bldg 1","Austin, TX 78723",5107,"Manor Rd",Bldg,1,Austin,TX,"Travis County",78723,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002107,2009,2,484530021072009,48453002107,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"14701 N. MOPAC EXPY Austin TX 78728",30.472361,-97.702319,0.7,street_center,"Loop 1 Toll",,"Austin, TX 78728",,"Loop 1 Toll",,,Austin,TX,"Williamson County",78728,US,"OpenStreetMap Contributors",2024,48,48491,Austin,4805000,020513,2012,2,484910205132012,48491020513,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Round Rock-Georgetown",93343,Z5,"A statistical county subdivision"
"4509 E MARTIN LUTHER KING JR B Austin TX 78721",30.285461,-97.683225,1,rooftop,"4509 E Martin Luther King Jr Blvd",B,"Austin, TX 78721",4509,"E Martin Luther King Jr Blvd",,B,Austin,TX,"Travis County",78721,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002109,2000,2,484530021092000,48453002109,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"6607 S PLEASANT VALLEY RD Austin TX 78744",30.179019,-97.746657,1,rooftop,"6607 S Pleasant Valley Rd",,"Austin, TX 78744",6607,"S Pleasant Valley Rd",,,Austin,TX,"Travis County",78744,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002430,1000,1,484530024301000,48453002430,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"6220 EAST RIVERSIDE DR Austin TX 78741",30.225317,-97.703577,1,rooftop,"6220 E Riverside Dr",,"Austin, TX 78741",6220,"E Riverside Dr",,,Austin,TX,"Travis County",78741,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002325,2009,2,484530023252009,48453002325,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"6105 TECHNI CENTER DRIVE Austin TX 78721",30.275785,-97.668771,1,rooftop,"6105 Techni Center Dr",,"Austin, TX 78721",6105,"Techni Center Dr",,,Austin,TX,"Travis County",78721,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002110,2008,2,484530021102008,48453002110,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"16614 HAMILTON POOL RD Austin TX 78738",30.291803,-98.023106,1,rooftop,"16614 Hamilton Pool Rd",,"Austin, TX 78738",16614,"Hamilton Pool Rd",,,Austin,TX,"Travis County",78738,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,,,036500,1018,1,484530365001018,48453036500,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Southwest Travis",93688,Z5,"A statistical county subdivision"
"12518 RESEARCH BLVD. SUITE H Austin TX 78759",30.429173,-97.760531,1,range_interpolation,"12518 Research Blvd","Ste H","Austin, TX 78759",12518,"Research Blvd",Ste,H,Austin,TX,"Travis County",78759,US,"TIGER/Line® from the US Census Bureau",2024,48,48453,Austin,4805000,032700,2002,2,484530327002002,48453032700,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Northwest Travis",92857,Z5,"A statistical county subdivision"
"4402 S CONGRESS AVE Austin TX 78745",30.217375,-97.767852,1,rooftop,"4402 S Congress Ave",,"Austin, TX 78745",4402,"S Congress Ave",,,Austin,TX,"Travis County",78745,US,"Capcog (Capital Area Council of Governments)",2024,48,48453,Austin,4805000,002003,2006,2,484530020032006,48453002003,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,Austin,90165,Z5,"A statistical county subdivision"
"7002 RANCH ROAD 620 N Austin TX 78732",30.389314,-97.890825,0.7,street_center,"Ranch Road 620 N",,"Austin, TX 78732",,"Ranch Road 620 N",,,Austin,TX,"Travis County",78732,US,"TIGER/Line® dataset from the US Census Bureau",2024,48,48453,"Steiner Ranch",4870154,034900,1001,1,484530349001001,48453034900,"Austin-Round Rock-San Marcos, TX",12420,metropolitan,,,,,"Northwest Travis",92857,Z5,"A statistical county subdivision"
